1    a0peysza                                 A T O M I C   M A S S   A D J U S T M E N T
0                                                     DATE 18 Nov 2003 TIME 14:12
0        *********************                               A=   0 TO 293
         * file : mass.mas03 *
         *********************

   This is one file out of a series of 3 files published in:
       "The Ame2003 atomic mass evaluation (II)"  by G.Audi, A.H.Wapstra and C.Thibault
           Nuclear Physics A729 p. 337-676, December 22, 2003.
                       for files : mass.mas03  atomic masses
                                   rct1.mas03  react and sep energies,  part 1
                                   rct2.mas03  react and sep energies,  part 2

   A fourth file  is the "Rounded" version of the atomic mass table (the first file)
                                   mass.mas03round  atomic masses "Rounded" version

   All files are 3179 lines long with 124 character per line.
       Headers are 39 lines long.

   Values in the files 1, 2 and 3 are exact (unrounded) copy of the published ones
   Values in the files 4          are exact             copy of the published ones

   col 1     :  Fortran character control: 1 = page feed  0 = line feed
   format    :  a1,i3,i5,i5,i5,1x,a3,a4,1x,f13.5,f11.5,f11.3,f9.3,1x,a2,f11.3,f9.3,1x,i3,1x,f12.5,f11.3,1x
                cc NZ  N  Z  A    el  o     mass  unc binding unc     B  beta  unc    atomic_mass   unc
   Warnings  :  this format is not identical to the one used in Ame1993 and Ame1995
                      in particular "Mass Excess" and "Atomic Mass" values are given now, when necessary,
                      with 5 digits after decimal point.
                      also, the "Binding Energy" column is replaced by a "Binding Energy per A" one.
                decimal point is replaced by # for (non-experimental) estimated values.
                * in place of value : not calculable

....+....1....+....2....+....3....+....4....+....5....+....6....+....7....+....8....+....9....+...10....+...11....+...12....

                                                               MASS LIST
                                                             for analysis

Data from NNDC sorted according N,Z, ElementName, MassExcess (keV), Binding Energy / A (keV)-Exp, Spin,Bind_Coul/A,Bind/A (RMF)
The table below is a combination of the NNDC files "mass.mass03" and "nubtab03.asc.mod.dat"

Two new columns added: binding energy from RMF Model with and without Coulomb field.
		       For nuclei heavier with A>39 an average of 10.5 MeV (14 MeV) is used in RMF-model.

  N    Z  Element  MassExcess(keV) BindEn/A(keV)    Spin       BindEn/A(keV)  BindEn/A (keV) - last two columns: RMF results
  80   60 140Nd   -84251.77344    8337.82422       0.0000   10500.00000   14000.00000
  79   61 140Pm   -78206.57031    8289.05566       1.0000   10500.00000   14000.00000
  78   62 140Sm   -75455.96094    8263.82031       0.0000   10500.00000   14000.00000
  77   63 140Eu   -66985.96094    8197.73242       1.0000   10500.00000   14000.00000
  76   64 140Gd   -61782.27344    8154.97510       0.0000   10500.00000   14000.00000
  75   65 140Tb   -50482.27344    8068.67188       5.0000   10500.00000   14000.00000
  74   66 140Dy   -42839.00000    8008.00000       0.0000   10500.00000   14000.00000
  73   67 140Ho   -29305.00000    7906.00000       8.0000   10500.00000   14000.00000
  89   52 141Te   -51558.00000    8148.00000       2.5000   10500.00000   14000.00000
  88   53 141I    -60519.00000    8206.00000       3.5000   10500.00000   14000.00000
  87   54 141Xe   -68326.89844    8256.28320       2.5000   10500.00000   14000.00000
  86   55 141Cs   -74476.89844    8294.35059       3.5000   10500.00000   14000.00000
  85   56 141Ba   -79725.63281    8326.02832       1.5000   10500.00000   14000.00000
  84   57 141La   -82938.21875    8343.26367       3.5000   10500.00000   14000.00000
  83   58 141Ce   -85440.10156    8355.45898       3.5000   10500.00000   14000.00000
  82   59 141Pr   -86020.89062    8354.02930       2.5000   10500.00000   14000.00000
  81   60 141Nd   -84197.88281    8335.55176       1.5000   10500.00000   14000.00000
  80   61 141Pm   -80522.94531    8303.94043       2.5000   10500.00000   14000.00000
  79   62 141Sm   -75938.66406    8265.87891       0.5000   10500.00000   14000.00000
  78   63 141Eu   -69926.58594    8217.69141       2.5000   10500.00000   14000.00000
  77   64 141Gd   -63224.22266    8164.60791       0.5000   10500.00000   14000.00000
  76   65 141Tb   -54540.83594    8097.47510       2.5000   10500.00000   14000.00000
  75   66 141Dy   -45317.00000    8027.00000       4.5000   10500.00000   14000.00000
  74   67 141Ho   -34374.00000    7943.00000       3.5000   10500.00000   14000.00000
  90   52 142Te   -47432.00000    8119.00000       0.0000   10500.00000   14000.00000
  89   53 142I    -55722.00000    8172.00000       2.0000   10500.00000   14000.00000
  88   54 142Xe   -65475.09766    8234.89746       0.0000   10500.00000   14000.00000
  87   55 142Cs   -70515.09375    8264.88086       0.0000   10500.00000   14000.00000
  86   56 142Ba   -77823.14844    8310.83594       0.0000   10500.00000   14000.00000
  85   57 142La   -80034.77344    8320.90234       2.0000   10500.00000   14000.00000
  84   58 142Ce   -84538.47656    8347.10840       0.0000   10500.00000   14000.00000
  83   59 142Pr   -83792.72656    8336.34668       2.0000   10500.00000   14000.00000
  82   60 142Nd   -85955.19531    8346.06641       0.0000   10500.00000   14000.00000
  81   61 142Pm   -81156.90625    8306.76562       1.0000   10500.00000   14000.00000
  80   62 142Sm   -78992.89062    8286.01660       0.0000   10500.00000   14000.00000
  79   63 142Eu   -71319.89062    8226.47168       1.0000   10500.00000   14000.00000
  78   64 142Gd   -66959.51562    8190.25586       0.0000   10500.00000   14000.00000
  77   65 142Tb   -57060.00000    8115.00000       1.0000   10500.00000   14000.00000
  76   66 142Dy   -49960.00000    8060.00000       0.0000   10500.00000   14000.00000
  75   67 142Ho   -37474.00000    7966.00000       6.0000   10500.00000   14000.00000
  90   53 143I    -51642.00000    8142.00000       3.5000   10500.00000   14000.00000
  89   54 143Xe   -60445.00000    8199.00000       2.5000   10500.00000   14000.00000
  88   55 143Cs   -67671.40625    8243.64062       1.5000   10500.00000   14000.00000
  87   56 143Ba   -73935.73438    8281.97656       2.5000   10500.00000   14000.00000
  86   57 143La   -78187.07031    8306.23535       3.5000   10500.00000   14000.00000
  85   58 143Ce   -81612.00000    8324.71484       1.5000   10500.00000   14000.00000
  84   59 143Pr   -83073.50000    8329.46387       3.5000   10500.00000   14000.00000
  83   60 143Nd   -84007.44531    8330.52441       3.5000   10500.00000   14000.00000
  82   61 143Pm   -82965.73438    8317.76855       2.5000   10500.00000   14000.00000
  81   62 143Sm   -79523.18750    8288.22363       1.5000   10500.00000   14000.00000
  80   63 143Eu   -74242.39062    8245.82422       2.5000   10500.00000   14000.00000
  79   64 143Gd   -68232.39062    8198.32617       0.5000   10500.00000   14000.00000
  78   65 143Tb   -60434.39844    8138.32324       5.5000   10500.00000   14000.00000
  77   66 143Dy   -52322.00000    8076.00000       0.5000   10500.00000   14000.00000
  76   67 143Ho   -42281.00000    8000.00000       5.5000   10500.00000   14000.00000
  75   68 143Er   -31354.00000    7919.00000       4.5000   10500.00000   14000.00000
  91   53 144I    -46584.00000    8107.00000       1.0000   10500.00000   14000.00000
  90   54 144Xe   -57278.00000    8176.00000       0.0000   10500.00000   14000.00000
  89   55 144Cs   -63269.94531    8211.87891       1.0000   10500.00000   14000.00000
  88   56 144Ba   -71768.95312    8265.46680       0.0000   10500.00000   14000.00000
  87   57 144La   -74892.44531    8281.72461       3.0000   10500.00000   14000.00000
  86   58 144Ce   -80436.99219    8314.79492       0.0000   10500.00000   14000.00000
  85   59 144Pr   -80755.64844    8311.57520       0.0000   10500.00000   14000.00000
  84   60 144Nd   -83753.16406    8326.95898       0.0000   10500.00000   14000.00000
  83   61 144Pm   -81421.10938    8305.33105       5.0000   10500.00000   14000.00000
  82   62 144Sm   -81971.96094    8303.72266       0.0000   10500.00000   14000.00000
  81   63 144Eu   -75621.64062    8254.19141       1.0000   10500.00000   14000.00000
  80   64 144Gd   -71759.50781    8221.93652       0.0000   10500.00000   14000.00000
  79   65 144Tb   -62368.17969    8151.28711       1.0000   10500.00000   14000.00000
  78   66 144Dy   -56584.53516    8105.68994       0.0000   10500.00000   14000.00000
  76   68 144Er   -36906.00000    7958.00000       0.0000   10500.00000   14000.00000
  91   54 145Xe   -52098.00000    8139.00000       1.5000   10500.00000   14000.00000
  90   55 145Cs   -60056.98438    8188.75098       1.5000   10500.00000   14000.00000
  89   56 145Ba   -67414.98438    8234.09961       2.5000   10500.00000   14000.00000
  88   57 145La   -72986.83594    8267.13086       2.5000   10500.00000   14000.00000
  87   58 145Ce   -77096.83594    8290.08105       1.5000   10500.00000   14000.00000
  86   59 145Pr   -79631.83594    8302.16797       3.5000   10500.00000   14000.00000
  85   60 145Nd   -81437.13281    8309.22266       3.5000   10500.00000   14000.00000
  84   61 145Pm   -81273.76562    8302.70117       2.5000   10500.00000   14000.00000
  83   62 145Sm   -80657.73438    8293.05664       3.5000   10500.00000   14000.00000
  82   63 145Eu   -77998.42969    8269.32129       2.5000   10500.00000   14000.00000
  81   64 145Gd   -72927.35938    8228.95312       0.5000   10500.00000   14000.00000
  80   65 145Tb   -65880.84375    8174.96094       1.5000   10500.00000   14000.00000
  79   66 145Dy   -58288.23828    8117.20215       0.5000   10500.00000   14000.00000
  78   67 145Ho   -49183.00000    8049.00000       5.5000   10500.00000   14000.00000
  77   68 145Er   -39691.00000    7978.00000       0.5000   10500.00000   14000.00000
  76   69 145Tm   -27877.00000    7891.00000       5.5000   10500.00000   14000.00000
  92   54 146Xe   -48671.00000    8115.00000       0.0000   10500.00000   14000.00000
  91   55 146Cs   -55620.04297    8157.55713       1.0000   10500.00000   14000.00000
  90   56 146Ba   -65000.05078    8216.44531       0.0000   10500.00000   14000.00000
  89   57 146La   -69122.94531    8239.32520       2.0000   10500.00000   14000.00000
  88   58 146Ce   -75675.49219    8278.84668       0.0000   10500.00000   14000.00000
  87   59 146Pr   -76713.80469    8280.59961       2.0000   10500.00000   14000.00000
  86   60 146Nd   -80931.04688    8304.12695       0.0000   10500.00000   14000.00000
  85   61 146Pm   -79459.88281    8288.69238       3.0000   10500.00000   14000.00000
  84   62 146Sm   -81001.88281    8293.89453       0.0000   10500.00000   14000.00000
  83   63 146Eu   -77122.28125    8261.96387       4.0000   10500.00000   14000.00000
  82   64 146Gd   -76093.17969    8249.55664       0.0000   10500.00000   14000.00000
  81   65 146Tb   -67769.36719    8187.18604       1.0000   10500.00000   14000.00000
  80   66 146Dy   -62554.13672    8146.10693       0.0000   10500.00000   14000.00000
  79   67 146Ho   -51568.00000    8065.00000      10.0000   10500.00000   14000.00000
  78   68 146Er   -44712.00000    8013.00000       0.0000   10500.00000   14000.00000
  77   69 146Tm   -31275.00000    7916.00000       6.0000   10500.00000   14000.00000
  93   54 147Xe   -43259.00000    8078.00000       1.5000   10500.00000   14000.00000
  92   55 147Cs   -52019.27344    8132.47510       1.5000   10500.00000   14000.00000
  91   56 147Ba   -60598.00000    8186.00000       1.5000   10500.00000   14000.00000
  90   57 147La   -66848.40625    8222.70898       2.5000   10500.00000   14000.00000
  89   58 147Ce   -72028.75000    8252.62793       2.5000   10500.00000   14000.00000
  88   59 147Pr   -75454.75000    8270.61230       1.5000   10500.00000   14000.00000
  87   60 147Nd   -78151.93750    8283.63770       2.5000   10500.00000   14000.00000
  86   61 147Pm   -79047.93750    8284.41113       3.5000   10500.00000   14000.00000
  85   62 147Sm   -79272.07812    8280.61426       3.5000   10500.00000   14000.00000
  84   63 147Eu   -77550.50000    8263.58008       2.5000   10500.00000   14000.00000
  83   64 147Gd   -75363.06250    8243.37793       3.5000   10500.00000   14000.00000
  82   65 147Tb   -70752.01562    8206.68848       0.5000   10500.00000   14000.00000
  81   66 147Dy   -64187.85547    8156.71191       0.5000   10500.00000   14000.00000
  80   67 147Ho   -55837.47656    8094.58398       5.5000   10500.00000   14000.00000
  79   68 147Er   -47050.00000    8029.00000       0.5000   10500.00000   14000.00000
  78   69 147Tm   -36365.00000    7951.00000       5.5000   10500.00000   14000.00000
  92   56 148Ba   -58013.40234    8167.27686       0.0000   10500.00000   14000.00000
  91   57 148La   -63128.40234    8196.55078       2.0000   10500.00000   14000.00000
  90   58 148Ce   -70390.75781    8240.33496       0.0000   10500.00000   14000.00000
  89   59 148Pr   -72530.75781    8249.50781       1.0000   10500.00000   14000.00000
  88   60 148Nd   -77413.40625    8277.21289       0.0000   10500.00000   14000.00000
  87   61 148Pm   -76871.89844    8268.26758       1.0000   10500.00000   14000.00000
  86   62 148Sm   -79342.17188    8279.67285       0.0000   10500.00000   14000.00000
  85   63 148Eu   -76302.50000    8253.84863       5.0000   10500.00000   14000.00000
  84   64 148Gd   -76275.82812    8248.38184       0.0000   10500.00000   14000.00000
  83   65 148Tb   -70540.45312    8204.34375       2.0000   10500.00000   14000.00000
  82   66 148Dy   -67859.49219    8180.94287       0.0000   10500.00000   14000.00000
  81   67 148Ho   -58015.30859    8109.14209       1.0000   10500.00000   14000.00000
  80   68 148Er   -51651.00000    8061.00000       0.0000   10500.00000   14000.00000
  79   69 148Tm   -39272.00000    7972.00000      10.0000   10500.00000   14000.00000
  78   70 148Yb   -30348.00000    7906.00000       0.0000   10500.00000   14000.00000
  94   55 149Cs   -43845.00000    8077.00000       1.5000   10500.00000   14000.00000
  93   56 149Ba   -53486.00000    8136.00000       1.5000   10500.00000   14000.00000
  92   57 149La   -60795.00000    8180.00000       2.5000   10500.00000   14000.00000
  91   58 149Ce   -66695.07812    8214.39746       1.5000   10500.00000   14000.00000
  90   59 149Pr   -71056.54688    8238.41797       2.5000   10500.00000   14000.00000
  89   60 149Nd   -74380.87500    8255.47852       2.5000   10500.00000   14000.00000
  88   61 149Pm   -76071.24219    8261.57324       3.5000   10500.00000   14000.00000
  87   62 149Sm   -77141.92188    8263.50781       3.5000   10500.00000   14000.00000
  86   63 149Eu   -76446.56250    8253.58984       2.5000   10500.00000   14000.00000
  85   64 149Gd   -75133.45312    8239.52734       3.5000   10500.00000   14000.00000
  84   65 149Tb   -71495.97656    8209.86426       0.5000   10500.00000   14000.00000
  83   66 149Dy   -67715.15625    8179.23779       3.5000   10500.00000   14000.00000
  82   67 149Ho   -61688.40234    8133.54004       5.5000   10500.00000   14000.00000
  81   68 149Er   -53741.61328    8074.95508       0.5000   10500.00000   14000.00000
  80   69 149Tm   -44041.00000    8005.00000       5.5000   10500.00000   14000.00000
  79   70 149Yb   -33497.00000    7929.00000       0.5000   10500.00000   14000.00000
  94   56 150Ba   -50599.00000    8117.00000       0.0000   10500.00000   14000.00000
  93   57 150La   -57035.00000    8154.00000       3.0000   10500.00000   14000.00000
  92   58 150Ce   -64823.66406    8200.96777       0.0000   10500.00000   14000.00000
  91   59 150Pr   -68303.66406    8218.95215       1.0000   10500.00000   14000.00000
  90   60 150Nd   -73689.66406    8249.64258       0.0000   10500.00000   14000.00000
  89   61 150Pm   -73603.33594    8243.85156       1.0000   10500.00000   14000.00000
  88   62 150Sm   -77057.33594    8261.66309       0.0000   10500.00000   14000.00000
  87   63 150Eu   -74797.27344    8241.37988       5.0000   10500.00000   14000.00000
  86   64 150Gd   -75768.76562    8242.64062       0.0000   10500.00000   14000.00000
  85   65 150Tb   -71110.54688    8206.37109       2.0000   10500.00000   14000.00000
  84   66 150Dy   -69316.95312    8189.19824       0.0000   10500.00000   14000.00000
  83   67 150Ho   -61947.90625    8134.85498       2.0000   10500.00000   14000.00000
  82   68 150Er   -57832.88672    8102.20605       0.0000   10500.00000   14000.00000
  81   69 150Tm   -46612.00000    8022.00000       1.0000   10500.00000   14000.00000
  80   70 150Yb   -38732.00000    7964.00000       0.0000   10500.00000   14000.00000
  79   71 150Lu   -24938.00000    7867.00000       5.0000   10500.00000   14000.00000
  96   55 151Cs   -35220.00000    8020.00000       1.5000   10500.00000   14000.00000
  95   56 151Ba   -45820.00000    8085.00000       1.5000   10500.00000   14000.00000
  94   57 151La   -54287.00000    8136.00000       2.5000   10500.00000   14000.00000
  93   58 151Ce   -61500.77734    8178.10303       1.5000   10500.00000   14000.00000
  92   59 151Pr   -66770.77344    8207.82324       1.5000   10500.00000   14000.00000
  91   60 151Nd   -70952.89844    8230.33789       1.5000   10500.00000   14000.00000
  90   61 151Pm   -73395.23438    8241.33105       2.5000   10500.00000   14000.00000
  89   62 151Sm   -74582.48438    8244.01172       2.5000   10500.00000   14000.00000
  88   63 151Eu   -74659.09375    8239.33887       2.5000   10500.00000   14000.00000
  87   64 151Gd   -74194.91406    8231.08398       3.5000   10500.00000   14000.00000
  86   65 151Tb   -71629.52344    8208.91309       0.5000   10500.00000   14000.00000
  85   66 151Dy   -68758.60156    8184.71924       3.5000   10500.00000   14000.00000
  84   67 151Ho   -63632.08594    8145.58789       5.5000   10500.00000   14000.00000
  83   68 151Er   -58265.97266    8104.86914       3.5000   10500.00000   14000.00000
  82   69 151Tm   -50781.80078    8050.12402       5.5000   10500.00000   14000.00000
  81   70 151Yb   -41543.91406    7983.76514       0.5000   10500.00000   14000.00000
  80   71 151Lu   -30202.00000    7903.00000       5.5000   10500.00000   14000.00000
  96   56 152Ba   -42597.00000    8063.00000       0.0000   10500.00000   14000.00000
  94   58 152Ce   -59113.00000    8162.00000       0.0000   10500.00000   14000.00000
  93   59 152Pr   -63808.06250    8187.43311       4.0000   10500.00000   14000.00000
  92   60 152Nd   -70158.06250    8224.06152       0.0000   10500.00000   14000.00000
  91   61 152Pm   -71262.27344    8226.17969       1.0000   10500.00000   14000.00000
  90   62 152Sm   -74768.76562    8244.10156       0.0000   10500.00000   14000.00000
  89   63 152Eu   -72894.50000    8226.62402       3.0000   10500.00000   14000.00000
  88   64 152Gd   -74714.20312    8233.44922       0.0000   10500.00000   14000.00000
  87   65 152Tb   -70724.20312    8202.05176       2.0000   10500.00000   14000.00000
  86   66 152Dy   -70124.45312    8192.95898       0.0000   10500.00000   14000.00000
  85   67 152Ho   -63608.26562    8144.94189       2.0000   10500.00000   14000.00000
  84   68 152Er   -60500.17188    8119.34717       0.0000   10500.00000   14000.00000
  83   69 152Tm   -51770.57422    8056.76904       2.0000   10500.00000   14000.00000
  82   70 152Yb   -46305.57422    8015.66797       0.0000   10500.00000   14000.00000
